Purchase Doc.Num.,Cal. Year/Month,Agreement No Purchas,Automation flag,Direct/Indirect,Material PO text,Material group,Mat.gr.Hier.lvl 1,Material,Vendor,Purchasing group,Catalog Type Ind.,Purchasing doc. type,Company Code,Country of Plant,Counter PO Items,PO Value in Target Currency,PO Net Value in Target Currency,PO Quantity,,,,,,,,,,,,,,,244
P1/2415216347,8.2024,Not assigned,#,I,STOP RING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,5,4.98,4.98,9 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,TEFLON SHEET SIZE:460X0.12TX1200MM. NO:5,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,158.53,158.53,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,TENSION BRACKET,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,67.87,67.87,1 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,TIMING BELT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,108.22,108.22,1 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,TIMING PULLEY#CA14_HTPT26S8M250-A-Y37-Q4,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,98.73,98.73,1 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,WASHER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,40.34,40.34,6 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,AIR CYLINDER SMC,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,231.15,231.15,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,BALL BEARING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,18.99,18.99,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,BEARING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,7.12,7.12,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,BEARING (6002 DDU),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,4.75,4.75,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,BEARING (=6003 DDU),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,9.49,9.49,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,BEARING 6004 LLU (6004 DDU),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,5.22,5.22,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,"BEARING 6005 LLU ""NTN"" (6205 DDU)",36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,6.17,6.17,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,BEARING SHAFT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,40.82,40.82,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,BRACKET,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,441.89,441.89,6 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,BUSHING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,15.19,15.19,16 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,CHAIN (#CA02_RS40-1-RP+80L-MC JR),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,18.75,18.75,1 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,CHAIN GUIDE,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,239.22,239.22,10 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,CHAIN GUIDE PIN,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,119.61,119.61,28 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,CHAIN GUIDE RILLER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,60.28,60.28,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,CHAIN HOLDER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,162.33,162.33,6 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,CHAIN WITH ATTACHMENT SUS,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,"3,808.98","3,808.98",2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,COLLAR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,106.79,106.79,18 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,CUSHION,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,39.4,39.4,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,DISTANCE COLLAR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,24.21,24.21,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,DUC WIRE BAND,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,15.19,15.19,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,DUCT HOSE,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,66.45,66.45,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,DUCT HOSE CUFF,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,12.34,12.34,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,GUIDE,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,68.82,68.82,5 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,GUIDE (WITHOU PIN HN-3210C),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,262.48,262.48,14 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,HEATER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,192.7,192.7,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,HINGE PIN,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,37.97,37.97,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,HOLDER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,767.49,767.49,8 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,INSERT FOR COUPLING TSUBAKI,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,10.68,10.68,1 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,INSULATION,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,31.33,31.33,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,INSULATOR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,178.46,178.46,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,ISOLATOR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,126.25,126.25,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,LEAF SPRING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,36.55,36.55,14 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,LINEAR BUSHING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,173.72,173.72,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,LM GUIDE #AA17_SSR20XW2DD+1000L-2,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,"1,068.41","1,068.41",2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,NYLON BELT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,303.77,303.77,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,PIN,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,36.55,36.55,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,RUBBER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,20.88,20.88,2 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,SHAFT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,421.48,421.48,12 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,SPRING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,90.18,90.18,10 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,SPRING HOLDER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,52.21,52.21,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,SPRING RECEIVER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,126.25,126.25,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,SPROCKET,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,202.2,202.2,5 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,STOP RING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,5,4.98,4.98,9 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,TEFLON SHEET SIZE:460X0.12TX1200M. NO:50,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,158.53,158.53,4 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,TENSION BRACKET,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,67.87,67.87,1 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,TIMING BELT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,108.22,108.22,1 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,TIMING PULLEY#CA14_HTPT26S8M250-A-Y37-Q4,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,98.73,98.73,1 PCE,,,,,,,,,,,,,,,
P1/2415216348,8.2024,Not assigned,#,I,WASHER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,40.34,40.34,6 PCE,,,,,,,,,,,,,,,
P1/2415216351,8.2024,Not assigned,#,I,BUSHING,36180000,01_TGS,3815918,7367393,TTI,#,NB,422,Thailand,1,"2,778.42","2,143.80",30 PCE,,,,,,,,,,,,,,,
P1/2415216351,8.2024,Not assigned,#,I,"GAS SPRING,""HAHN"" 150 HUB F=500N,",36180000,01_TGS,3822116,7367393,TTI,#,NB,422,Thailand,1,706.14,341.82,2 PCE,,,,,,,,,,,,,,,
P1/2415216351,8.2024,Not assigned,#,I,"RETAINING RING,FEDERST."" DIN 471,20*1.2",36180000,01_TGS,3821055,7367393,TTI,#,NB,422,Thailand,1,350.08,32.2,1 PCE,,,,,,,,,,,,,,,
P1/2415216351,8.2024,Not assigned,#,I,"SLIDE BAR ,",36180000,01_TGS,3815888,7367393,TTI,#,NB,422,Thailand,1,"2,166.85","1,612.00",4 PCE,,,,,,,,,,,,,,,
P1/2415216351,8.2024,Not assigned,#,I,"SLIDE BAR,FOR CLAMPING,",36180000,01_TGS,3815861,7367393,TTI,#,NB,422,Thailand,1,"4,571.26","3,702.79",7 PCE,,,,,,,,,,,,,,,
P1/2415216355,8.2024,Not assigned,#,I,"BLADE,440C,S/S,1.348*1.6*0.14 INCH.",36180000,01_TGS,84542939,7567033,TTI,#,NB,422,Thailand,1,"5,631.60","5,631.60",200 PCE,,,,,,,,,,,,,,,
P1/2415216355,8.2024,Not assigned,#,I,"GSK,1 PC BULB & CARRIER, SILICONE",36180000,01_TGS,83753936,7567033,TTI,#,NB,422,Thailand,1,"6,149.91","6,149.91",100 M,,,,,,,,,,,,,,,
P1/2415216355,8.2024,Not assigned,#,I,"KLEEN SCREEN RING, POLYPROPELENE",36180000,01_TGS,83754312,7567033,TTI,#,NB,422,Thailand,1,"9,942.52","9,942.52",570 PCE,,,,,,,,,,,,,,,
P1/2415216355,8.2024,Not assigned,#,I,"SCREEN TENSION ASSEMBLY(40"" - 100"" )",36180000,01_TGS,83756374,7567033,TTI,#,NB,422,Thailand,1,598.05,598.05,2 PCE,,,,,,,,,,,,,,,
P1/2415216355,8.2024,Not assigned,#,I,"SCREEN(EM),304S/S,17.50*100.39 INCHES",36180000,01_TGS,85013646,7567033,TTI,#,NB,422,Thailand,1,"7,375.90","7,375.90",2 PCE,,,,,,,,,,,,,,,
P1/2415216360,8.2024,Not assigned,#,I,"FILTER ,BAG, PE,SIZE:180*1500 MM",36130100,01_TGS,63055954,11432674,TTI,#,NB,422,Thailand,1,"39,473.86","39,473.86",310 PCE,,,,,,,,,,,,,,,
P1/2415216371,8.2024,Not assigned,#,I,S60S81150 CLAMP RING ASSY LESS GASKET,36130100,01_TGS,#,7567033,TTI,#,YK,422,Thailand,1,"6,503.75","6,503.75",3 PCE,,,,,,,,,,,,,,,
P1/2415216377,8.2024,Not assigned,#,I,"LIP SEAL, PULPEX SEAL, OD145*ID100*T28MM",36419100,01_TGS,4785060,5004746,TTI,#,NB,422,Thailand,1,"11,338.62","11,338.62",2 PCE,,,,,,,,,,,,,,,
P1/2415216377,8.2024,Not assigned,#,I,"SHEAR PIN ,ID:620752, TORQUE 9 KNM",36419100,01_TGS,4787276,5004746,TTI,#,NB,422,Thailand,1,"9,598.27","9,598.27",8 PCE,,,,,,,,,,,,,,,
P1/2415216483,8.2024,Not assigned,#,I,"ZE40 ELEMENTS, EAZ-40/1/2-D (9 KNM*T28M",36130100,01_TGS,#,7814276,TCG,#,NB,1705,PR of China,1,"1,041.73","1,041.73",8 PCE,,,,,,,,,,,,,,,
P1/2415216483,8.2024,Not assigned,#,I,"ZE40 ELEMENTS, EAZ-50/1/2-D (9 KNM*T28M",36130100,01_TGS,#,7814276,TCG,#,NB,1705,PR of China,1,"1,201.99","1,201.99",8 PCE,,,,,,,,,,,,,,,
P1/2415216483,8.2024,Not assigned,#,I,"ZE40 ELEMENTS,EAZ-KB30/5/45L-D(KNM*T28MM",36130100,01_TGS,#,7814276,TCG,#,NB,1705,PR of China,1,892.15,892.15,8 PCE,,,,,,,,,,,,,,,
P1/2415216483,8.2024,Not assigned,#,I,"ZE40 ELEMENTS,EAZ-KB50/5/45L-D(KNM*T28MM",36130100,01_TGS,#,7814276,TCG,#,NB,1705,PR of China,1,"1,236.70","1,236.70",8 PCE,,,,,,,,,,,,,,,
P1/2415216526,8.2024,Not assigned,#,D,"FERROUS SULPHATE         0000,50 KG BOT",38190404,#,162217,11361160,TCF,#,NB,1175,PR of China,1,4.63,4.09,2 KG,,,,,,,,,,,,,,,
P1/2415216869,8.2024,Not assigned,#,I,CAOCYAN-V220-CA30-PA002 PUMP,36410100,01_TGS,#,6184731,TCI,#,YK,1554,PR of China,1,"37,886.41","33,527.80",1 SET,,,,,,,,,,,,,,,
P1/2415216952,8.2024,Not assigned,X,D,208Lassigned2CA,20060301,01_IAP,#,11249666,TCD,C,ZAR,1554,PR of China,1,"1,044.53",924.37,50 PCE,,,,,,,,,,,,,,,
P1/2415216954,8.2024,Not assigned,#,I,PRESSURE ROLLER(RED ROLL),36130100,01_TGS,84889017,5159519,TTI,#,NB,422,Thailand,1,"6,506.72","5,385.80",2 PCE,,,,,,,,,,,,,,,
P1/2415217003,8.2024,4600021404,X,D,UN1H1 1404003ER(RED,20070203,01_IAP,80320516,8006144,TCD,#,NB,1554,PR of China,1,568.45,503.06,"1,000 PCE",,,,,,,,,,,,,,,
P1/2415217216,8.2024,Not assigned,#,I,GATE VALVE DN700 PN16  B1,37010401,01_TGS,347921,7976212,TCI,#,NB,1554,PR of China,1,"8,518.56","8,518.56",1 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,BUSHING D 21X D 56X 40LG,36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,285.96,285.96,1 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,BUSHING D 40X D 55X 59LG,36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,"1,750.55","1,750.55",1 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,"CIRCLIP 80X2,5 DIN472 A2",36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,18.16,18.16,1 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,CONICAL SEAT D12 DIN6319 A2,36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,19.44,19.44,2 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,FEATHER KEY A12X 8X80 DIN6885 ST,36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,2.05,2.05,1 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,GASKET 225X 225X 6,23070100,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,60.36,60.36,2 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,GASKET D 70XD 104XT 90X 3,23070100,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,47.06,47.06,4 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,O-RING D 160X166X 3 70X 36,23070100,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,4.6,4.6,2 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,SEALING PROFILE 10X 6 EPDM MOOSGUMMI,23070100,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,35.3,35.3,6 M,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,SEALING PROFILE D 5 NBR HELL MOOSGUMMI,23070100,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,11.77,11.77,2 M,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,"SEALING RING 13X18X2 (1/4"") PVC",23070100,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,3.07,3.07,2 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,SHAFT D 55X 344LG,36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,"1,080.15","1,080.15",1 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,SHAFT SEAL AC 55X 80X10 DOMSEL,23070100,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,118.68,118.68,2 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,SILENCER G1/4 FE,36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,15.35,15.35,1 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,"SLEEVE DN 8 G 1/4""D 19X 25LG",36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,22.51,22.51,1 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,SPHERICAL WASHER C10.5 DIN6319 A2,36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,15.86,15.86,2 PCE,,,,,,,,,,,,,,,
P1/2415217240,8.2024,Not assigned,#,I,STIRRER MX 150 G,36200990,01_TGS,#,11404241,TTI,#,YK,422,Thailand,1,"2,670.83","2,670.83",1 SET,,,,,,,,,,,,,,,
P1/2415217310,8.2024,4600022253,X,#,"HYPO-PHOSPHOROUS A, 32 % 0025,00 KG DR01",97152520,01_IAP,442713,11348180,TCF,#,NB,1175,PR of China,1,"3,672.31","3,672.31",500 KG,,,,,,,,,,,,,,,
P1/2415218027,8.2024,4600021502,X,I,DRYER FILTER EK-165S,36430900,01_TGS,82298836,7415091,TCI,#,NB,1554,PR of China,1,16.56,14.66,1 PCE,,,,,,,,,,,,,,,
P1/2415218028,8.2024,4600012817,X,I,"SAFETY SPRAY SHIELD,70MM, 50M/ROLL",37060000,01_TGS,83932776,7428878,TCI,#,NB,1554,PR of China,1,672.52,595.15,1 ROL,,,,,,,,,,,,,,,
P1/2415218047,8.2024,4600021513,X,I,AC INDOOR UNIT  FNHQD05AA,36430900,01_TGS,85071328,11460205,TCI,#,NB,1554,PR of China,1,"1,490.66","1,490.66",2 SET,,,,,,,,,,,,,,,
P1/2415218047,8.2024,4600021513,X,I,AC INDOOR UNIT 1.5P 220V WALL MOUNTED,36430900,01_TGS,85071344,11460205,TCI,#,NB,1554,PR of China,1,126.26,126.26,1 SET,,,,,,,,,,,,,,,
P1/2415218047,8.2024,4600021513,X,I,AC INDOOR UNIT 2P 220V WALL-MOUNTED,36430900,01_TGS,85195140,11460205,TCI,#,NB,1554,PR of China,1,253.08,253.08,1 SET,,,,,,,,,,,,,,,
P1/2415218047,8.2024,4600021513,X,I,AC OUTDOOR UNIT 1.5P 220V WALL MOUNTED,36430900,01_TGS,85058895,11460205,TCI,#,NB,1554,PR of China,1,193.56,193.56,1 SET,,,,,,,,,,,,,,,
P1/2415218047,8.2024,4600021513,X,I,AC OUTDOOR UNIT 2P 220V INVARIANT WALL,36430900,01_TGS,85195183,11460205,TCI,#,NB,1554,PR of China,1,322.6,322.6,1 SET,,,,,,,,,,,,,,,
P1/2415218047,8.2024,4600021513,X,I,AC OUTDOOR UNIT 5P RNQD05AAY,36430900,01_TGS,85058879,11460205,TCI,#,NB,1554,PR of China,1,"2,135.87","2,135.87",2 SET,,,,,,,,,,,,,,,
P1/2415218052,8.2024,Not assigned,#,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w????hLOWER PART???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25049800,01_TGS,#,11298938,TCI,#,YK,1554,PR of China,1,"22,626.82","22,626.82",1 AU,,,,,,,,,,,,,,,,,,,,
P1/2415218053,8.2024,Not assigned,#,D,ACTIVE CARBON VOC-XP,99995000,01_IAP,29287,11402197,TCI,#,NB,1554,PR of China,1,"1,050.89","1,050.89",22 BAG,,,,,,,,,,,,,,,
P1/2415218053,8.2024,Not assigned,#,D,VENTSORB AP4-60 55GALLON,99995000,01_IAP,81532436,11402197,TCI,#,NB,1554,PR of China,2,"6,410.93","6,410.93",6 PCE,,,,,,,,,,,,,,,
P1/2415218088,8.2024,Not assigned,#,I,SCREWSEALING FW80/3+4PULS COMPL,36140000,01_TGS,83499983,7777619,TCI,#,NB,1554,PR of China,1,"6,092.45","5,391.55",3 PCE,,,,,,,,,,,,,,,
P1/2415218091,8.2024,Not assigned,#,I,"MONZT-PACKING TYPE:B1-250MN, 1.4404",36010100,01_TGS,10855,1515219,TCI,#,NB,1554,PR of China,1,"30,099.99","30,099.99",3 SET,,,,,,,,,,,,,,,
P1/2415218437,8.2024,4600020913,X,D,??? 425*80*8MM,20290101,01_IAP,142568,8006144,TCY,#,NB,1705,PR of China,1,402.25,402.25,800 PCE,,,,,,,,,,,,,,,
P1/2415218437,8.2024,4600020913,X,D,??? 500*80*8MM,20330301,01_IAP,99914,8006144,TCY,#,NB,1705,PR of China,1,422.37,422.37,800 PCE,,,,,,,,,,,,,,,
P1/2415218437,8.2024,4600020913,X,D,??? 900*80*8MM,20330301,01_IAP,99915,8006144,TCY,#,NB,1705,PR of China,1,804.51,804.51,800 PCE,,,,,,,,,,,,,,,
P1/2415218437,8.2024,4600020913,X,D,?? 1880*970*360MM,20370402,01_IAP,99917,8006144,TCY,#,NB,1705,PR of China,1,"2,149.55","2,149.55",600 PCE,,,,,,,,,,,,,,,
P1/2415218486,8.2024,Not assigned,#,I,10KV SYSTEM PM FOR NIU,25149290,01_TGS,#,11410840,TCI,#,YK,1554,PR of China,1,"25,140.91","25,140.91",1 AU,,,,,,,,,,,,,,,
P1/2415218546,8.2024,Not assigned,#,#,9375D GMP300 FOR CYTOTOX TEST,98200103,01_BSP,#,11296534,TCS,#,YK,1848,PR of China,1,497.79,497.79,1 AU,,,,,,,,,,,,,,,
P1/2415218548,8.2024,Not assigned,#,I,">'?h??1*?FQG61/62?b????	",27200000,01_TGS,#,7785727,TCI,#,YK,1554,PR of China,1,"5,283.87","5,283.87",1 AU,,,,,,,,,,,,,,,
P1/2415218592,8.2024,4600008495,X,D,G?ZY?~ 105X148,20350104,01_IAP,83039265,7562825,TCD,#,NB,1554,PR of China,1,46.88,41.48,"3,000 PCE",,,,,,,,,,,,,,,
P1/2415218596,8.2024,4600021404,X,D,?p7?^? 1180X980,20370402,01_IAP,80277394,8006144,TCD,#,NB,1554,PR of China,2,"6,285.23","6,285.23","20,000 PCE",,,,,,,,,,,,,,,
P1/2415218597,8.2024,4600021404,X,D,?p7?^? 1180X980,20370402,01_IAP,80277394,8006144,TCD,#,NB,1554,PR of China,1,"6,285.23","6,285.23","20,000 PCE",,,,,,,,,,,,,,,
P1/2415218617,8.2024,Not assigned,#,I,V913-TA93-PA0090/62,36419900,01_TGS,#,7529127,TCI,#,YK,1554,PR of China,1,"10,261.52","10,261.52",1 AU,,,,,,,,,,,,,,,
P1/2415219647,8.2024,4600010900,#,D,??(X?1200X1000X137,20260102,01_IAP,421,8006144,TCD,#,NB,1554,PR of China,1,332.9,294.6,32 PCE,,,,,,,,,,,,,,,
P1/2415219782,8.2024,4600011443,X,I,B3060114437820X1372?b?,22280000,01_TGS,#,7149606,TCI,#,YK,1554,PR of China,1,272.41,272.41,1 AU,,,,,,,,,,,,,,,
P1/2415220046,8.2024,4600011443,X,I,B559 414430460X1372,22280000,01_TGS,#,7149606,TCI,#,YK,1554,PR of China,1,287.54,287.54,1 AU,,,,,,,,,,,,,,,
P1/2415220052,8.2024,Not assigned,#,I,FLUXUS ULTRASONIC FLOWMETER F808GP,27200000,01_TGS,#,7005415,TCI,#,YK,1554,PR of China,1,"15,020.24","15,020.24",1 SET,,,,,,,,,,,,,,,
P1/2415220216,8.2024,4600011443,X,I,MDI_CTO 2F/3FONIC FLOWM,22280000,01_TGS,#,7149606,TCI,#,YK,1554,PR of China,1,239.62,239.62,1 AU,,,,,,,,,,,,,,,
P1/2415220483,8.2024,Not assigned,X,D,H2SO4 signe,38030402,01_I&E,#,8280254,TCD,C,ZAR,1554,PR of China,1,"7,904.85","7,904.85",40 EA,,,,,,,,,,,,,,,
P1/2415220483,8.2024,Not assigned,X,D,NACLOssign,38030402,01_I&E,#,8280254,TCD,C,ZAR,1554,PR of China,1,"5,044.58","5,044.58",40 EA,,,,,,,,,,,,,,,
P1/2415221357,8.2024,4600021502,X,I,VF COMPRESSOR 404DHD-64D1,36430900,01_TGS,81881805,7415091,TCI,#,NB,1554,PR of China,1,"1,227.69","1,086.45",1 PCE,,,,,,,,,,,,,,,
P1/2415221390,8.2024,Not assigned,X,D,ALPHAGAZ 1 AR LGC HD-64D1ER,26040810,01_TGS,#,7523013,TCI,C,ZAR,1554,PR of China,1,215.49,190.7,1 PCE,,,,,,,,,,,,,,,
P1/2415221390,8.2024,Not assigned,X,D,ALPHAGAZ BLUE H2C HD-64D1ER F8,26040810,01_TGS,#,7523013,TCI,C,ZAR,1554,PR of China,1,402.25,355.97,14 PCE,,,,,,,,,,,,,,,
